replica,cpu,cpu_usage,memory_usage,num_request,previous_tps,expected_tps,response_time,avg_num_request,avg_cpu_usage,avg_response_time
1,4,0.4,0.747,38.33,144.0,104,349.32,47.741176470588236,0.39941176470588236,306.25470588235294
3,7,0.2836666666666667,0.7816666666666667,104.73,104.0,104,20.97,104.49916666666667,0.27491666666666664,19.5625
2,8,0.2885,0.6925,80.33,104.0,80,20.29,80.2675,0.30118749999999994,19.82125
1,5,0.498,0.815,75.27,80.0,104,170.64,74.275,0.4989375,179.840625
3,7,0.252,0.7216666666666667,96.4,104.0,96,17.81,96.36421052631579,0.25140350877192974,19.527894736842104
1,8,0.52,0.741,96.27,96.0,96,23.59,96.33125,0.5900625,30.680625
1,9,0.518,0.712,96.0,96.0,96,19.62,96.27541666666667,0.5818333333333333,22.3025
1,7,0.511,0.739,96.07,96.0,96,24.29,96.27653846153846,0.5892692307692308,37.362692307692306
1,7,0.439,0.769,80.33,96.0,80,21.08,80.40733333333333,0.5046,27.444
2,8,0.2405,0.765,80.0,80.0,80,15.67,80.2675,0.30118749999999994,19.82125
1,9,0.58,0.821,104.2,80.0,104,20.51,104.35571428571427,0.6153333333333334,24.33047619047619
1,8,0.659,0.784,120.47,104.0,120,23.21,121.565,0.713,42.985
2,9,0.4485,0.7344999999999999,144.13,120.0,144,17.1,144.385,0.4640625,19.91875
1,9,0.794,0.78,155.0,144.0,152,37.12,150.9,0.876125,68.0275
2,5,0.4609999999999999,0.7925,154.73,152.0,160,113.19,107.83,0.4065,221.455
2,5,0.3295,0.87,104.33,160.0,104,28.48,82.3075,0.36871875,129.513125
1,9,0.462,0.78,80.0,104.0,80,23.86,80.28933333333333,0.4944,21.041333333333334
1,4,0.4,0.812,48.8,80.0,112,286.91,49.45399999999999,0.39960000000000007,285.808
3,8,0.251,0.767,96.13,112.0,96,18.27,96.32333333333334,0.2502222222222222,19.717407407407407
3,9,0.2669999999999999,0.7906666666666666,96.6,96.0,96,18.08,96.35,0.24694999999999995,18.7195
1,5,0.498,0.78,70.27,96.0,96,169.86,75.99846153846154,0.4989615384615385,161.2923076923077
2,4,0.368,0.7935,88.0,96.0,96,91.87,60.14740740740741,0.3173333333333333,246.12888888888887
1,9,0.464,0.758,80.0,96.0,80,15.99,80.28933333333333,0.4944,21.041333333333334
3,9,0.1856666666666666,0.7239999999999999,72.13,80.0,72,18.25,72.223,0.19539999999999996,18.7065
2,6,0.364,0.8055,104.4,72.0,104,21.92,102.52181818181818,0.363,31.925454545454546
3,5,0.2799999999999999,0.8119999999999999,105.4,104.0,104,26.8,101.97777777777777,0.3008333333333333,49.91333333333333
3,5,0.2966666666666667,0.8160000000000002,104.33,104.0,104,28.44,101.97777777777777,0.3008333333333333,49.91333333333333
2,4,0.3515,0.8025,88.53,104.0,104,129.0,57.21684210526316,0.3189473684210526,274.84999999999997
3,4,0.2456666666666666,0.7926666666666667,98.27,104.0,96,28.38,70.84263157894736,0.270719298245614,159.15421052631578
1,8,0.449,0.739,72.0,96.0,72,19.67,72.2,0.4430625,23.288125
1,6,0.2,0.769,24.0,72.0,24,17.32,24.1,0.181,17.15
3,8,0.1053333333333333,0.7520000000000001,24.0,24.0,24,18.67,24.0275,0.10591666666666662,19.150833333333335
2,8,0.1535,0.7885,32.0,24.0,32,16.6,32.13357142857143,0.15203571428571427,18.884999999999998
3,8,0.1013333333333333,0.7640000000000001,32.13,32.0,32,20.0,32.03857142857143,0.11823809523809521,19.702142857142857
1,6,0.27,0.722,40.0,32.0,40,31.52,40.13272727272727,0.2704090909090909,22.521818181818183
2,5,0.1445,0.9185,32.07,40.0,32,20.25,32.075,0.16234375,23.2375
3,8,0.1196666666666666,0.742,32.07,32.0,32,18.48,32.03857142857143,0.11823809523809521,19.702142857142857
3,5,0.1186666666666666,0.762,24.0,32.0,24,22.72,24.007777777777775,0.11844444444444441,22.743333333333332
1,8,0.281,0.725,40.0,24.0,40,16.63,40.112142857142864,0.2741071428571428,18.946428571428573
1,4,0.3,0.858,39.27,40.0,40,53.1,38.99952380952381,0.29500000000000004,51.85666666666667
3,6,0.1346666666666666,0.757,40.13,40.0,40,19.16,40.15208333333333,0.1436111111111111,20.85125
1,8,0.248,0.72,40.13,40.0,40,25.71,40.112142857142864,0.2741071428571428,18.946428571428573
3,4,0.2016666666666666,0.765,48.07,40.0,48,37.44,48.24,0.2003333333333333,35.19285714285714
3,9,0.127,0.7423333333333333,40.0,48.0,40,16.69,40.0635,0.13534999999999997,18.827
3,5,0.1396666666666667,0.7546666666666667,32.0,40.0,32,25.43,32.060833333333335,0.13652777777777778,22.3025
2,9,0.1095,0.775,24.2,32.0,24,17.06,24.2,0.11566666666666665,19.406666666666666
1,5,0.355,0.801,56.13,24.0,56,25.1,56.10176470588235,0.3772941176470588,35.72411764705882
2,7,0.1714999999999999,0.768,48.13,56.0,48,21.16,48.107,0.20459999999999998,20.805
1,8,0.242,0.652,40.13,48.0,40,15.59,40.112142857142864,0.2741071428571428,18.946428571428573
2,9,0.154,0.789,40.0,40.0,40,17.57,40.1192,0.16872,18.2656
3,4,0.162,0.895,32.47,40.0,32,32.92,32.08705882352941,0.14884313725490192,29.42705882352941
2,6,0.1385,0.757,32.0,32.0,32,23.24,32.06666666666667,0.1552083333333333,20.805
1,9,0.263,0.676,40.0,32.0,40,16.54,40.080740740740744,0.26403703703703707,18.46851851851852
3,8,0.134,0.7583333333333333,40.0,40.0,40,22.97,40.06142857142857,0.13935714285714282,19.598214285714285
1,8,0.266,0.701,40.07,40.0,40,16.8,40.112142857142864,0.2741071428571428,18.946428571428573
1,6,0.252,0.703,40.0,40.0,40,18.61,40.13272727272727,0.2704090909090909,22.521818181818183
2,9,0.15,0.74,40.07,40.0,40,17.62,40.1192,0.16872,18.2656
3,4,0.1373333333333333,0.8686666666666666,32.0,40.0,32,27.8,32.08705882352941,0.14884313725490192,29.42705882352941
2,9,0.162,0.6890000000000001,32.07,32.0,32,18.38,32.114,0.1538,18.505000000000003
1,9,0.341,0.737,64.0,32.0,64,16.11,64.27272727272727,0.40563636363636363,19.93
2,8,0.1915,0.7365,48.0,64.0,48,16.25,48.154375,0.19103124999999999,18.940625
3,5,0.1463333333333333,0.7836666666666666,40.0,48.0,40,24.01,40.12413793103448,0.15990804597701147,23.852068965517244
1,9,0.273,0.733,48.0,40.0,48,16.92,48.1275,0.3154166666666667,17.876666666666665
1,5,0.262,0.71,48.13,48.0,48,17.33,48.16307692307692,0.31769230769230766,27.462307692307693
3,8,0.1546666666666666,0.6946666666666667,56.0,48.0,56,17.1,56.253,0.17319999999999997,19.114
2,8,0.255,0.7444999999999999,72.6,56.0,72,17.35,72.2204,0.26502,18.1888
2,8,0.2304999999999999,0.7549999999999999,64.0,72.0,64,20.68,64.13818181818182,0.23136363636363635,18.731818181818184
3,4,0.2353333333333333,0.7833333333333333,72.13,64.0,72,29.89,64.9211111111111,0.24303703703703702,89.22166666666666
1,7,0.495,0.761,88.0,72.0,88,19.99,88.25307692307692,0.5328461538461539,27.556153846153848
1,8,0.367,0.782,56.13,88.0,56,17.77,56.287,0.379,19.990000000000002
1,6,0.324,0.694,48.2,56.0,48,20.84,48.14111111111111,0.35411111111111115,25.801111111111112
3,4,0.1896666666666666,0.75,55.8,48.0,56,24.3,53.495000000000005,0.2137142857142857,57.778571428571425
2,5,0.236,0.74,65.33,56.0,64,22.83,64.31428571428572,0.27185714285714285,29.435714285714287
3,8,0.1686666666666666,0.779,72.27,64.0,72,17.4,72.18157894736842,0.1985087719298245,19.602631578947367
3,5,0.238,0.8356666666666666,95.87,72.0,96,24.76,95.4084,0.2987066666666667,42.607600000000005
1,4,0.4,0.795,61.0,96.0,96,196.36,53.75523809523809,0.3990000000000001,226.77761904761905
1,7,0.699,0.747,118.6,96.0,120,102.22,116.91333333333334,0.6926666666666667,100.67666666666666
2,8,0.252,0.7889999999999999,72.2,120.0,72,15.1,72.2204,0.26502,18.1888
3,4,0.2726666666666666,0.7876666666666666,87.2,72.0,88,62.1,71.30055555555556,0.2648888888888889,133.88277777777776
1,4,0.401,0.838,48.93,88.0,72,183.88,49.572,0.399,219.006
2,6,0.279,0.7925,79.47,72.0,80,23.01,80.273,0.30155,22.689
3,8,0.206,0.6890000000000001,64.33,80.0,64,20.38,64.16307692307693,0.18430769230769226,19.756923076923076
2,8,0.219,0.6585,64.13,64.0,64,16.68,64.13818181818182,0.23136363636363635,18.731818181818184
1,7,0.424,0.746,72.13,64.0,72,15.92,72.342,0.4466,21.770666666666667
2,4,0.3115,0.7895,70.47,72.0,72,47.89,49.18826086956521,0.2902608695652174,196.5530434782609
2,7,0.2334999999999999,0.778,72.07,72.0,72,18.91,72.32333333333334,0.27704761904761904,20.362380952380953
2,5,0.2764999999999999,0.8580000000000001,80.27,72.0,80,20.46,79.21444444444444,0.3123888888888888,38.30722222222222
2,6,0.297,0.749,88.0,80.0,88,19.68,88.29692307692306,0.3309230769230769,23.38076923076923
1,4,0.374,0.926,50.87,88.0,56,90.37,48.148,0.385,114.74000000000001
1,7,0.353,0.746,56.2,56.0,56,37.96,56.30235294117647,0.38352941176470584,23.72
1,6,0.574,0.78,110.93,56.0,112,47.71,95.09400000000001,0.5936,133.56199999999998
1,6,0.569,0.802,96.67,112.0,96,75.93,92.68607142857142,0.5730000000000001,73.23464285714286
2,8,0.348,0.7555000000000001,104.53,96.0,104,18.5,104.4935,0.372,21.1625
2,7,0.348,0.755,112.2,104.0,112,22.73,111.92285714285715,0.38771428571428573,22.565714285714286
1,5,0.498,0.835,73.47,112.0,144,243.87,74.19125,0.49924999999999997,246.41375
2,7,0.2925,0.7205,88.2,144.0,88,18.53,88.45454545454545,0.32086363636363635,21.36909090909091
2,4,0.273,0.8160000000000001,64.0,88.0,64,68.68,49.0,0.2633636363636364,155.8709090909091
3,6,0.245,0.7636666666666666,88.13,64.0,88,21.05,87.05714285714285,0.2470238095238095,29.481428571428573
1,8,0.437,0.748,72.13,88.0,72,27.08,72.2,0.4430625,23.288125
2,4,0.303,0.8105,73.2,72.0,72,27.79,49.18826086956521,0.2902608695652174,196.5530434782609
3,6,0.2823333333333333,0.7799999999999999,96.4,72.0,96,24.5,96.21368421052631,0.2639473684210526,22.31421052631579
3,5,0.2663333333333333,0.8203333333333332,88.53,96.0,88,31.14,88.29666666666667,0.26199999999999996,32.150000000000006
2,9,0.334,0.7565,96.93,88.0,96,17.18,96.40227272727272,0.3372272727272727,19.52090909090909
2,6,0.3135,0.7805,97.27,96.0,96,20.65,96.337,0.36174999999999996,28.4865
3,8,0.2253333333333333,0.7173333333333334,88.0,96.0,88,17.62,88.234,0.23677777777777773,23.15266666666667
1,7,0.564,0.746,100.73,88.0,104,55.75,103.10153846153845,0.6189230769230769,47.49769230769231
1,6,0.598,0.822,93.0,104.0,168,226.47,89.63499999999999,0.597,233.725
1,5,0.499,0.781,74.07,168.0,144,241.35,74.19125,0.49924999999999997,246.41375
1,9,0.896,0.755,152.33,144.0,152,48.39,150.9,0.876125,68.0275
1,5,0.496,0.869,90.13,152.0,144,199.34,74.19125,0.49924999999999997,246.41375
3,7,0.276,0.8000000000000002,104.73,144.0,104,19.59,104.49916666666667,0.27491666666666664,19.5625
1,7,0.607,0.762,103.73,104.0,104,41.97,103.10153846153845,0.6189230769230769,47.49769230769231
2,5,0.282,0.725,79.8,104.0,80,21.2,79.21444444444444,0.3123888888888888,38.30722222222222
1,5,0.497,0.899,79.87,80.0,104,162.75,74.275,0.4989375,179.840625
3,7,0.2636666666666666,0.7239999999999999,96.2,104.0,96,23.54,96.36421052631579,0.25140350877192974,19.527894736842104
3,8,0.2299999999999999,0.7130000000000001,96.53,96.0,96,20.15,96.32333333333334,0.2502222222222222,19.717407407407407
3,4,0.2843333333333333,0.7619999999999999,95.4,96.0,96,73.67,70.84263157894736,0.270719298245614,159.15421052631578
2,7,0.3269999999999999,0.74,97.4,96.0,96,21.51,96.375,0.34953125,20.505625
2,9,0.256,0.7315,80.33,96.0,80,16.68,80.21857142857142,0.30792857142857144,20.440714285714286
3,7,0.2093333333333333,0.7346666666666666,80.0,80.0,80,20.28,80.25454545454545,0.21918181818181814,19.017272727272726
1,4,0.399,0.838,53.27,80.0,104,244.92,47.741176470588236,0.39941176470588236,306.25470588235294
1,6,0.6,0.746,89.47,104.0,120,167.87,91.6,0.599,164.95499999999998
2,9,0.4115,0.747,144.27,120.0,144,20.69,144.385,0.4640625,19.91875
2,4,0.387,0.8035,86.2,144.0,152,216.72,88.86500000000001,0.368,211.99
3,5,0.4146666666666667,0.8753333333333333,161.73,152.0,160,47.78,132.97666666666666,0.3782222222222222,121.54
2,8,0.361,0.7125,104.47,160.0,104,22.5,104.4935,0.372,21.1625
1,8,0.47,0.76,80.67,104.0,80,16.92,80.37083333333334,0.5147499999999999,23.497500000000002
3,8,0.2696666666666666,0.757,113.2,80.0,112,19.74,112.51199999999999,0.27806666666666663,18.762
1,5,0.499,0.825,78.27,112.0,96,153.38,75.99846153846154,0.4989615384615385,161.2923076923077
2,4,0.3595,0.8394999999999999,83.93,96.0,96,111.84,60.14740740740741,0.3173333333333333,246.12888888888887
1,8,0.548,0.718,96.27,96.0,96,18.0,96.33125,0.5900625,30.680625
1,9,0.551,0.748,96.73,96.0,96,16.5,96.27541666666667,0.5818333333333333,22.3025
3,4,0.2853333333333333,0.8409999999999999,80.53,96.0,80,55.34,77.10230769230769,0.2662564102564102,71.27846153846154
1,9,0.394,0.711,72.13,80.0,72,21.04,72.30055555555556,0.4400555555555556,20.52722222222222
3,9,0.2543333333333333,0.7856666666666666,104.13,72.0,104,19.45,104.28545454545453,0.25909090909090904,19.243636363636366
3,5,0.2783333333333333,0.7879999999999999,106.07,104.0,104,30.64,101.97777777777777,0.3008333333333333,49.91333333333333
1,6,0.598,0.763,100.2,104.0,104,121.07,93.95666666666666,0.5901333333333334,121.46866666666666
1,5,0.498,0.8,72.8,104.0,104,177.53,74.275,0.4989375,179.840625
1,5,0.501,0.829,84.8,104.0,96,139.29,75.99846153846154,0.4989615384615385,161.2923076923077
2,9,0.26,0.694,80.2,96.0,80,17.64,80.21857142857142,0.30792857142857144,20.440714285714286
3,9,0.1803333333333333,0.7326666666666667,72.07,80.0,72,16.87,72.223,0.19539999999999996,18.7065
2,8,0.129,0.8180000000000001,24.0,72.0,24,21.71,24.048181818181817,0.12072727272727271,19.10363636363636
3,7,0.1006666666666666,0.7413333333333334,24.0,24.0,24,19.06,24.11625,0.11183333333333328,21.715
2,9,0.145,0.7150000000000001,32.0,24.0,32,17.84,32.114,0.1538,18.505000000000003
1,6,0.23,0.787,32.0,32.0,32,16.4,32.12357142857143,0.25192857142857145,23.30785714285714
1,5,0.296,0.819,40.2,32.0,40,26.39,40.18206896551724,0.30489655172413793,28.25448275862069
3,6,0.1163333333333333,0.7273333333333333,32.0,40.0,32,18.59,32.105000000000004,0.12522916666666664,20.3325
1,8,0.214,0.715,32.13,32.0,32,18.82,32.079047619047614,0.23514285714285713,19.116190476190475
2,8,0.1025,0.8594999999999999,24.0,32.0,24,17.61,24.048181818181817,0.12072727272727271,19.10363636363636
2,4,0.185,0.7829999999999999,40.87,24.0,40,31.39,34.1975,0.21824999999999997,97.10625
1,9,0.272,0.635,40.0,40.0,40,16.52,40.080740740740744,0.26403703703703707,18.46851851851852
1,7,0.289,0.732,40.0,40.0,40,15.66,40.071290322580644,0.28380645161290324,19.783870967741933
3,7,0.1613333333333333,0.7316666666666666,48.0,40.0,48,21.27,48.093,0.16006666666666663,20.179
3,8,0.1466666666666666,0.6876666666666668,40.0,48.0,40,17.8,40.06142857142857,0.13935714285714282,19.598214285714285
2,6,0.137,0.792,32.0,40.0,32,18.37,32.06666666666667,0.1552083333333333,20.805
2,9,0.106,0.7475,24.0,32.0,24,17.73,24.2,0.11566666666666665,19.406666666666666
2,4,0.254,0.8745,55.2,24.0,56,35.69,42.825,0.2655,135.4925
1,7,0.317,0.802,48.0,56.0,48,19.56,47.917500000000004,0.34099999999999997,25.285
2,4,0.17,0.8205,40.27,48.0,40,23.74,34.1975,0.21824999999999997,97.10625
1,4,0.277,0.805,40.4,40.0,40,30.19,38.99952380952381,0.29500000000000004,51.85666666666667
3,7,0.126,0.7723333333333334,40.07,40.0,40,19.04,40.141666666666666,0.14252777777777775,19.569166666666668
1,9,0.202,0.718,32.0,40.0,32,15.04,32.128125000000004,0.2340625,17.8575
2,5,0.14,0.755,32.33,32.0,32,19.68,32.075,0.16234375,23.2375
1,8,0.241,0.792,40.0,32.0,40,16.91,40.112142857142864,0.2741071428571428,18.946428571428573
1,8,0.264,0.694,40.13,40.0,40,15.62,40.112142857142864,0.2741071428571428,18.946428571428573
2,9,0.1865,0.7895000000000001,40.2,40.0,40,18.51,40.1192,0.16872,18.2656
2,5,0.1765,0.7615000000000001,40.0,40.0,40,20.49,40.13125,0.18704166666666666,23.881249999999998
1,8,0.24,0.889,40.4,40.0,40,15.56,40.112142857142864,0.2741071428571428,18.946428571428573
1,5,0.224,0.776,32.13,40.0,32,17.37,32.081538461538464,0.2426923076923077,25.483076923076922
3,6,0.1253333333333333,0.8496666666666667,32.0,32.0,32,21.69,32.105000000000004,0.12522916666666664,20.3325
3,7,0.1849999999999999,0.7200000000000001,64.07,32.0,64,21.96,64.26214285714285,0.1887380952380952,19.49857142857143
3,7,0.145,0.7206666666666667,48.0,64.0,48,20.05,48.093,0.16006666666666663,20.179
3,8,0.1399999999999999,0.755,40.0,48.0,40,17.23,40.06142857142857,0.13935714285714282,19.598214285714285
1,9,0.326,0.724,48.2,40.0,48,16.45,48.1275,0.3154166666666667,17.876666666666665
2,8,0.2115,0.776,48.13,48.0,48,19.71,48.154375,0.19103124999999999,18.940625
1,7,0.366,0.737,56.13,48.0,56,16.12,56.30235294117647,0.38352941176470584,23.72
2,5,0.2625,0.7809999999999999,72.8,56.0,72,24.46,70.85833333333333,0.30319444444444443,48.885
3,5,0.2019999999999999,0.7396666666666666,64.33,72.0,64,26.52,64.32166666666667,0.22222222222222218,27.525000000000002
1,9,0.396,0.68,72.27,64.0,72,18.26,72.30055555555556,0.4400555555555556,20.52722222222222
1,9,0.592,0.706,88.0,72.0,88,25.43,88.17666666666666,0.5528333333333334,24.221666666666668
2,8,0.205,0.7395,56.13,88.0,56,16.98,56.182500000000005,0.23131249999999998,19.439375000000002
1,5,0.302,0.746,48.53,56.0,48,21.62,48.16307692307692,0.31769230769230766,27.462307692307693
1,5,0.353,0.805,56.0,48.0,56,41.7,56.10176470588235,0.3772941176470588,35.72411764705882
1,4,0.4,0.922,56.93,56.0,64,134.11,48.24818181818182,0.3991818181818182,197.14545454545453
3,6,0.2066666666666666,0.774,73.0,64.0,72,22.11,72.11111111111111,0.22394444444444442,22.633333333333333
3,8,0.2403333333333333,0.7116666666666666,96.0,72.0,96,18.25,96.32333333333334,0.2502222222222222,19.717407407407407
3,5,0.28,0.8316666666666667,97.93,96.0,96,30.46,95.4084,0.2987066666666667,42.607600000000005
2,4,0.375,0.8035,93.27,96.0,120,158.71,62.95666666666667,0.31816666666666665,290.49
2,6,0.25,0.768,72.13,120.0,72,18.89,72.28999999999999,0.2704666666666667,20.93933333333333
1,8,0.475,0.763,88.0,72.0,88,19.38,88.19857142857143,0.5188571428571429,22.13
2,9,0.2445,0.6795,72.13,88.0,72,20.64,72.179,0.25525,18.206
1,8,0.466,0.774,80.2,72.0,80,22.17,80.37083333333334,0.5147499999999999,23.497500000000002
1,5,0.4,0.885,64.73,80.0,64,37.44,61.472727272727276,0.4308181818181818,62.346363636363634
1,5,0.475,0.851,64.13,64.0,64,33.68,61.472727272727276,0.4308181818181818,62.346363636363634
2,4,0.276,0.7969999999999999,72.8,64.0,72,49.79,49.18826086956521,0.2902608695652174,196.5530434782609
3,4,0.2286666666666666,0.8706666666666667,72.0,72.0,72,35.84,64.9211111111111,0.24303703703703702,89.22166666666666
3,6,0.2033333333333333,0.8233333333333333,71.8,72.0,72,19.19,72.11111111111111,0.22394444444444442,22.633333333333333
2,9,0.2695,0.6975,80.0,72.0,80,18.64,80.21857142857142,0.30792857142857144,20.440714285714286
1,4,0.4,0.774,53.67,80.0,88,205.56,55.56666666666666,0.3995,200.41333333333333
1,7,0.351,0.709,56.0,88.0,56,24.18,56.30235294117647,0.38352941176470584,23.72
1,9,0.367,0.715,56.53,56.0,56,15.42,56.233000000000004,0.3721,18.673
1,6,0.599,0.781,99.47,56.0,112,139.7,95.09400000000001,0.5936,133.56199999999998
2,8,0.31,0.7355,96.13,112.0,96,17.24,96.3204,0.34456,19.3672
1,4,0.398,0.822,49.6,96.0,104,262.18,47.741176470588236,0.39941176470588236,306.25470588235294
1,4,0.4,0.767,54.67,104.0,112,256.62,49.45399999999999,0.39960000000000007,285.808
2,8,0.4405,0.7835000000000001,144.33,112.0,144,19.18,144.33285714285714,0.4873571428571429,25.352857142857143
2,5,0.305,0.761,88.33,144.0,88,33.9,81.66666666666667,0.36308333333333337,73.455
2,4,0.2565,0.8,62.2,88.0,64,46.23,49.0,0.2633636363636364,155.8709090909091
1,4,0.399,0.783,57.6,64.0,88,190.33,55.56666666666666,0.3995,200.41333333333333
2,6,0.2415,0.7809999999999999,72.13,88.0,72,20.36,72.28999999999999,0.2704666666666667,20.93933333333333
1,9,0.405,0.677,72.4,72.0,72,15.69,72.30055555555556,0.4400555555555556,20.52722222222222
1,6,0.581,0.759,95.6,72.0,96,50.53,92.68607142857142,0.5730000000000001,73.23464285714286
3,5,0.252,0.7453333333333334,88.13,96.0,88,29.01,88.29666666666667,0.26199999999999996,32.150000000000006
1,6,0.594,0.737,88.93,88.0,96,90.51,92.68607142857142,0.5730000000000001,73.23464285714286
3,6,0.2466666666666666,0.8293333333333331,95.8,96.0,96,28.13,96.21368421052631,0.2639473684210526,22.31421052631579
1,8,0.524,0.851,96.4,96.0,96,23.15,96.33125,0.5900625,30.680625
2,7,0.302,0.804,88.2,96.0,88,20.82,88.45454545454545,0.32086363636363635,21.36909090909091
2,6,0.3445,0.802,104.4,88.0,104,21.78,102.52181818181818,0.363,31.925454545454546
3,5,0.3486666666666667,0.8683333333333333,142.07,104.0,144,50.36,124.55666666666666,0.3382222222222222,93.41333333333334
3,4,0.269,0.7916666666666666,77.8,144.0,152,246.83,68.9,0.26716666666666666,282.6625
3,7,0.3763333333333333,0.7496666666666667,144.2,152.0,144,19.61,144.56444444444443,0.35737037037037034,20.73888888888889
2,5,0.3765,0.782,104.0,144.0,104,46.3,82.3075,0.36871875,129.513125
1,8,0.649,0.823,104.53,104.0,104,44.03,104.40736842105264,0.6416842105263157,33.007894736842104
2,5,0.2774999999999999,0.8300000000000001,79.6,104.0,80,35.23,79.21444444444444,0.3123888888888888,38.30722222222222
3,5,0.237,0.8330000000000001,105.13,80.0,104,29.94,101.97777777777777,0.3008333333333333,49.91333333333333
3,7,0.2386666666666666,0.7683333333333334,96.33,104.0,96,17.6,96.36421052631579,0.25140350877192974,19.527894736842104
