replica,cpu,cpu_usage,num_request,previous_tps,expected_tps,response_time,reward
1,7,0.158,24.27,48.0,24.0,16.69,-1.032924557386887
2,6,0.219,48.13,24.0,48.0,25.51,-1.0450333663417741
3,7,0.1923333333333333,72.27,48.0,72.0,17.5,-1.3454350740722913
1,7,0.577,96.53,72.0,96.0,36.92,-0.7398411032576879
2,8,0.417,120.6,96.0,120.0,20.91,-1.0365150183559857
1,8,0.753,146.4,120.0,144.0,58.45,-0.7407071168721782
1,7,0.687,120.0,144.0,120.0,64.33,-0.6878353650592202
2,8,0.3,96.0,120.0,96.0,16.24,-1.1127721342189392
2,4,0.283,39.73,96.0,72.0,228.81,-1.45786902301956
2,9,0.2135,48.0,72.0,48.0,17.94,-1.2448396771352528
3,7,0.092,24.2,48.0,24.0,17.55,-1.4409192703329494
2,7,0.235,48.6,24.0,48.0,18.82,-1.094886762817464
2,6,0.3525,72.33,48.0,72.0,20.69,-0.9321035865964544
1,5,0.498,86.07,72.0,96.0,136.52,-1.066933492882188
1,4,0.398,51.27,96.0,120.0,291.92,-1.3107583475451219
3,4,0.2823333333333333,81.27,120.0,144.0,217.51,-1.6646302166488227
2,5,0.366,60.07,144.0,120.0,248.43,-1.5031928104949155
1,7,0.55,96.33,120.0,96.0,34.45,-0.7539048593014643
3,6,0.2313333333333333,73.0,96.0,72.0,24.5,-1.247427624839902
3,6,0.1186666666666666,48.0,72.0,48.0,18.0,-1.3619864577266667
1,9,0.196,24.13,48.0,24.0,20.02,-1.1277257944420442
2,4,0.274,33.47,24.0,48.0,181.57,-1.3822297190803787
3,5,0.219,72.47,48.0,72.0,25.96,-1.1920498462009537
2,4,0.2815,38.13,72.0,96.0,307.66,-1.56408607276672
1,5,0.495,80.53,96.0,120.0,186.79,-1.1809403361060136
3,9,0.322,144.73,120.0,144.0,20.55,-1.385694538757225
1,5,0.499,77.93,144.0,120.0,192.76,-1.190698918689691
2,6,0.3715,92.13,120.0,96.0,98.69,-1.3344324638268608
1,4,0.399,62.8,96.0,72.0,138.04,-1.0552712246558698
1,8,0.299,48.0,72.0,48.0,16.98,-0.9837289103655997
1,5,0.267,24.07,48.0,24.0,23.74,-0.8002223756205624
1,9,0.277,48.07,24.0,48.0,17.06,-1.0712734644285322
3,8,0.1983333333333333,72.07,48.0,72.0,17.67,-1.4026349677480807
1,7,0.556,96.53,72.0,96.0,34.58,-0.7507325345789697
2,6,0.41,120.07,96.0,120.0,25.43,-0.8906902181054317
3,4,0.2896666666666667,92.47,120.0,144.0,191.54,-1.6110435483903247
1,4,0.398,67.27,144.0,120.0,222.89,-1.2222246578681097
2,8,0.299,96.13,120.0,96.0,17.59,-1.1134731645056255
1,4,0.399,52.2,96.0,72.0,173.14,-1.1273632082287872
3,8,0.1543333333333333,48.07,72.0,48.0,17.97,-1.4386188006931957
1,4,0.182,23.67,48.0,24.0,33.08,-1.2229205011176083
3,5,0.192,48.13,24.0,48.0,22.68,-1.2212487958961877
1,7,0.559,72.47,48.0,72.0,35.56,-0.7491565398889417
2,6,0.372,95.93,72.0,96.0,29.25,-1.3179038070484528
3,4,0.3013333333333333,85.07,96.0,120.0,170.48,-1.5627323521553849
1,6,0.601,108.73,120.0,144.0,163.39,-0.8601957339143604
3,8,0.2906666666666667,120.47,144.0,120.0,18.47,-1.3332613987456248
2,4,0.308,38.33,120.0,96.0,312.98,-1.5367033008340645
3,4,0.204,72.13,96.0,72.0,28.26,-1.1333512316784229
1,7,0.331,48.0,72.0,48.0,17.09,-0.8904374232769425
1,7,0.159,24.0,48.0,24.0,17.62,-1.0319956315242724
1,7,0.271,48.07,24.0,48.0,26.21,-0.9359210680383467
2,7,0.264,72.6,48.0,72.0,19.96,-1.0712301920338043
1,7,0.522,96.2,72.0,96.0,19.18,-0.7690739375470388
1,9,0.626,121.47,96.0,120.0,21.31,-0.8785896423756878
3,8,0.3296666666666667,144.13,120.0,144.0,18.2,-1.3062806640572333
3,9,0.2826666666666667,120.27,144.0,120.0,17.87,-1.4111674021244034
1,8,0.584,97.4,120.0,96.0,20.6,-0.8155434280692211
2,7,0.2265,72.13,96.0,72.0,16.18,-1.1020083569092924
2,7,0.1465,48.0,72.0,48.0,16.5,-1.1734473871003464
2,9,0.127,24.13,48.0,24.0,21.17,-1.3097333623267469
1,9,0.326,48.0,24.0,48.0,17.75,-1.0395095298118227
3,9,0.1789999999999999,72.0,48.0,72.0,16.94,-1.483889086351513
2,5,0.406,82.53,72.0,96.0,111.03,-1.2741876806706924
1,7,0.701,119.67,96.0,120.0,71.14,-0.7833133939264629
2,4,0.3585,115.67,120.0,144.0,151.7,-1.249510220466768
3,8,0.287,120.33,144.0,120.0,19.73,-1.335866347335248
2,6,0.3755,96.93,120.0,96.0,41.53,-0.9150605519554726
1,8,0.403,72.2,96.0,72.0,18.36,-0.9153191360580362
3,5,0.1676666666666666,48.0,72.0,48.0,23.28,-1.2489493812613164
3,7,0.0966666666666666,24.13,48.0,24.0,18.53,-1.4361681182726498
3,9,0.1256666666666666,48.0,24.0,48.0,18.56,-1.524695378690573
2,5,0.3429999999999999,67.8,48.0,72.0,85.98,-1.2865786267465553
1,7,0.543,96.07,72.0,96.0,34.67,-0.7576404358470636
1,8,0.803,107.27,96.0,120.0,138.04,-0.8673197574700697
1,6,0.599,108.2,120.0,144.0,166.53,-1.1625801440460788
1,4,0.397,46.93,144.0,120.0,319.23,-1.3376341748326013
3,5,0.3383333333333334,92.6,120.0,96.0,38.51,-1.4947350572471119
1,8,0.39,72.2,96.0,72.0,22.05,-0.9233919822415395
3,5,0.1506666666666666,48.27,72.0,48.0,20.58,-1.2691174894281154
3,6,0.0989999999999999,24.0,48.0,24.0,19.63,-1.38428304994204
3,6,0.155,48.13,24.0,48.0,18.03,-1.3226683313533294
2,8,0.2705,72.73,48.0,72.0,21.82,-1.133825388936615
1,5,0.5,81.27,72.0,96.0,143.6,-0.7884744770480727
1,7,0.696,117.07,96.0,120.0,104.45,-1.093818087464098
1,7,0.696,117.47,120.0,144.0,152.3,-1.1648508859780782
1,8,0.787,115.47,144.0,120.0,124.48,-1.1428575506606506
1,5,0.497,82.27,120.0,96.0,144.04,-1.0854472987307342
3,9,0.1983333333333333,72.13,96.0,72.0,16.46,-1.469683887260616
3,7,0.1366666666666667,48.33,72.0,48.0,17.57,-1.3967174503592448
3,9,0.1096666666666666,24.07,48.0,24.0,16.91,-1.5374163111466497
2,5,0.238,48.07,24.0,48.0,23.5,-0.9585153002995819
2,8,0.2245,72.6,48.0,72.0,17.53,-1.1682432243073144
1,6,0.596,71.47,96.0,120.0,209.24,-1.2505606158495084
3,8,0.34,144.8,120.0,144.0,20.06,-1.2993496166152672
3,4,0.2663333333333333,64.67,144.0,120.0,227.52,-1.6970053283114552
1,5,0.495,87.07,120.0,96.0,136.44,-1.0641492388238734
1,6,0.475,72.33,96.0,72.0,27.66,-0.718669562468242
1,6,0.325,48.2,72.0,48.0,20.71,-0.8236132879342704
2,5,0.1775,24.13,48.0,24.0,27.3,-1.0236806387376196
3,9,0.163,48.27,24.0,48.0,18.01,-1.495878086825507
3,6,0.2223333333333333,72.13,48.0,72.0,21.05,-1.2558091610490156
1,7,0.556,96.8,72.0,96.0,40.15,-0.7507325345789697
2,7,0.4004999999999999,120.0,96.0,120.0,22.42,-0.9721462123335733
3,9,0.3193333333333333,144.27,120.0,144.0,18.08,-1.3873865552926485
1,8,0.644,120.2,144.0,120.0,23.47,-0.787147388796166
1,9,0.528,96.4,120.0,96.0,16.95,-0.9253828503205788
2,8,0.2674999999999999,72.33,96.0,72.0,17.37,-1.136010209321804
3,9,0.1563333333333333,48.0,72.0,48.0,17.55,-1.5009367516259386
2,8,0.127,24.0,48.0,24.0,17.74,-1.2480776207646815
3,6,0.1486666666666666,48.27,24.0,48.0,18.89,-1.3293517430945443
2,8,0.2925,72.2,48.0,72.0,19.88,-1.1180512833200424
2,6,0.425,96.07,72.0,96.0,36.56,-0.8805237412100808
2,6,0.397,119.4,96.0,120.0,25.52,-1.301714120691455
1,5,0.503,76.67,120.0,144.0,234.96,-0.9605840083346293
2,9,0.435,120.07,144.0,120.0,18.57,-1.1045015045130413
2,7,0.352,96.2,120.0,96.0,18.94,-1.0051613426495527
1,9,0.404,72.2,96.0,72.0,16.0,-0.9923821603037717
1,8,0.4,48.2,72.0,48.0,20.25,-0.9171704740592852
2,6,0.1435,24.0,48.0,24.0,19.23,-1.120944381907313
1,4,0.399,15.07,24.0,48.0,396.56,-1.395086939528927
2,4,0.2955,69.53,48.0,72.0,63.15,-1.2332704282408988
2,7,0.379,96.2,72.0,96.0,21.01,-0.9864999255164846
2,6,0.437,120.07,96.0,120.0,44.38,-0.8725715874713735
1,6,0.599,114.67,120.0,144.0,156.3,-1.1400456973556865
1,8,0.678,121.07,144.0,120.0,27.16,-0.7719768314776312
2,8,0.3349999999999999,96.2,120.0,96.0,25.62,-1.0887800594030552
3,4,0.265,71.07,96.0,72.0,95.92,-1.469288562131518
2,9,0.2035,48.0,72.0,48.0,18.13,-1.2520269462445734
3,8,0.1053333333333333,24.2,48.0,24.0,17.6,-1.48109125316547
1,4,0.318,48.13,24.0,48.0,33.5,-0.6682575194889533
3,7,0.2193333333333333,72.73,48.0,72.0,17.68,-1.3219925093407725
1,4,0.399,63.53,72.0,96.0,189.39,-1.1617355904210314
3,7,0.268,120.6,96.0,120.0,16.64,-1.2819555654638715
2,4,0.2985,47.07,120.0,144.0,377.62,-1.6005406653739773
2,5,0.3765,85.67,144.0,120.0,171.85,-1.3684194399939849
3,6,0.2453333333333333,96.4,120.0,96.0,20.5,-1.2346370237427862
3,7,0.1969999999999999,72.27,96.0,72.0,18.46,-1.3413183661567887
1,9,0.356,48.0,72.0,48.0,17.76,-1.0208987215746526
2,5,0.1425,24.0,48.0,24.0,22.98,-1.0651405346336098
2,5,0.2425,48.13,24.0,48.0,28.24,-0.9539760804953015
3,9,0.1913333333333333,72.0,48.0,72.0,16.73,-1.474791943251296
3,6,0.2256666666666666,96.53,72.0,96.0,21.8,-1.252690219876497
2,5,0.3944999999999999,83.8,96.0,120.0,172.17,-1.3632025959963594
2,7,0.507,144.47,120.0,144.0,30.14,-0.9071975511342982
1,4,0.398,63.6,144.0,120.0,235.69,-1.2415014335447645
1,9,0.517,96.2,120.0,96.0,19.3,-0.9309603113090155
3,8,0.1866666666666666,72.0,96.0,72.0,16.75,-1.411984164036932
2,5,0.281,48.0,72.0,48.0,23.26,-0.9167660021818953
2,8,0.1005,24.0,48.0,24.0,17.83,-1.2715112865916036
3,5,0.166,48.0,24.0,48.0,23.15,-1.2508964670673146
2,9,0.275,72.07,48.0,72.0,17.09,-1.2023513004030921
1,6,0.551,91.93,72.0,96.0,57.17,-1.0920337039194945
2,8,0.4655,120.6,96.0,120.0,20.1,-1.0080315123953532
3,9,0.3283333333333333,144.53,120.0,144.0,16.51,-1.3816960352462524
2,4,0.3885,105.93,144.0,120.0,118.56,-1.1882546331598782
1,8,0.565,96.2,120.0,96.0,22.98,-0.824988642734739
2,4,0.2645,31.53,96.0,72.0,284.36,-1.5524311858058701
1,9,0.326,48.27,72.0,48.0,16.46,-1.0395095298118227
2,6,0.133,24.0,48.0,24.0,20.47,-1.132278575862881
1,4,0.31,48.2,24.0,48.0,23.86,-0.6756968148575593
1,9,0.412,72.0,48.0,72.0,21.81,-0.987775518134437
3,7,0.2373333333333333,96.2,72.0,96.0,17.04,-1.306859007181938
2,8,0.431,120.73,96.0,120.0,19.81,-1.0281149416540731
1,9,0.765,144.87,120.0,144.0,41.9,-0.8203784556643894
1,5,0.499,85.27,144.0,120.0,175.83,-1.1570003073659467
3,9,0.2286666666666666,96.0,120.0,96.0,16.2,-1.4480023726264895
3,4,0.248,46.0,96.0,72.0,187.39,-1.6563108339068369
1,5,0.283,48.0,72.0,48.0,32.13,-0.7851659362509631
2,6,0.1265,24.0,48.0,24.0,20.78,-1.1393950321310884
1,4,0.305,48.67,24.0,48.0,46.85,-0.6804224990372159
2,5,0.3445,57.13,48.0,72.0,153.4,-1.353082159110106
2,8,0.336,96.13,72.0,96.0,18.01,-1.0881098762142944
3,8,0.286,120.6,96.0,120.0,17.36,-1.3365788624253965
1,6,0.598,113.33,120.0,144.0,158.45,-1.1451310694760883
1,7,0.639,120.53,144.0,120.0,32.56,-0.709527640009018
1,8,0.509,96.6,120.0,96.0,22.48,-0.8541684400207954
3,9,0.192,72.27,96.0,72.0,17.23,-1.47430374823865
2,4,0.267,27.93,72.0,48.0,213.23,-1.4557234444369425
2,5,0.1425,24.0,48.0,24.0,21.01,-1.0651405346336098
1,8,0.283,48.2,24.0,48.0,16.04,-0.9950653936687002
3,8,0.1873333333333333,72.73,48.0,72.0,17.37,-1.411446243447061
3,5,0.3046666666666667,97.73,72.0,96.0,31.36,-1.1091863743186665
1,5,0.498,67.93,96.0,120.0,220.79,-1.2406589868858566
2,4,0.3105,44.93,120.0,144.0,400.4,-1.6008534337284828
2,7,0.393,120.4,144.0,120.0,24.54,-0.9771033288739617
1,5,0.498,79.0,120.0,96.0,150.84,-1.1008347464669974
3,7,0.2116666666666666,72.4,96.0,72.0,18.25,-1.3285573741974848
3,9,0.1676666666666666,48.6,72.0,48.0,16.56,-1.4923592511220511
1,7,0.15,24.0,48.0,24.0,17.05,-1.0404039315725173
2,8,0.2239999999999999,48.2,24.0,48.0,19.5,-1.1686283101824388
2,4,0.27,36.87,48.0,72.0,245.42,-1.4965213055467117
1,4,0.398,38.6,96.0,120.0,394.5,-1.3897397639062385
2,9,0.482,143.53,120.0,144.0,19.46,-1.4802191647039635
2,4,0.3015,40.6,144.0,120.0,377.21,-1.5887181848630303
2,4,0.3255,89.47,120.0,96.0,106.12,-1.2193163897697503
3,4,0.1886666666666666,72.33,96.0,72.0,22.21,-1.1524872996184194
3,5,0.1186666666666666,24.0,48.0,24.0,20.77,-1.3089924114899927
2,8,0.2275,48.33,24.0,48.0,18.08,-1.1659377564712838
2,5,0.356,70.33,48.0,72.0,51.16,-1.2613977501982439
3,5,0.2373333333333333,96.4,72.0,96.0,22.71,-1.1731033700838362
3,7,0.295,120.73,96.0,120.0,17.69,-1.2609148764003277
2,9,0.4775,144.4,120.0,144.0,21.46,-1.0813041033123585
1,7,0.65,121.67,144.0,120.0,43.28,-0.7044243092539397
3,6,0.2593333333333333,96.47,120.0,96.0,24.4,-1.2221414150428425
3,5,0.2083333333333333,72.53,96.0,72.0,19.55,-1.2033971892045527
3,7,0.1896666666666666,48.0,72.0,48.0,19.48,-1.3477998300937626
1,7,0.172,24.33,48.0,24.0,16.52,-1.0200395830792865
1,6,0.384,48.0,24.0,48.0,27.9,-0.7791812941322291
2,8,0.2955,72.2,48.0,72.0,22.33,-1.115933682791356
2,9,0.3485,96.47,72.0,96.0,19.17,-1.1552376815553853
2,5,0.3555,54.07,96.0,120.0,273.61,-1.5453091788576203
3,7,0.3423333333333333,144.67,120.0,144.0,19.25,-1.2259316283410708
3,4,0.2713333333333333,73.2,144.0,120.0,198.59,-1.648276150549969
3,4,0.242,95.6,120.0,96.0,31.28,-1.490641900574601
1,8,0.414,72.47,96.0,72.0,24.0,-0.9085899856418591
1,7,0.291,48.13,72.0,48.0,16.56,-0.9203246721445839
1,8,0.157,24.2,48.0,24.0,17.18,-1.092724805315568
2,8,0.2245,48.27,24.0,48.0,17.46,-1.1682432243073144
1,8,0.422,72.4,48.0,72.0,17.75,-0.9037538477047011
3,6,0.2446666666666666,96.67,72.0,96.0,26.99,-1.2352393562969999
3,4,0.242,60.93,96.0,120.0,238.53,-1.743368849508605
3,5,0.3716666666666666,134.87,120.0,144.0,89.92,-1.479763349188957
1,5,0.497,85.07,144.0,120.0,175.17,-1.1590959358396606
3,7,0.253,96.13,120.0,96.0,18.93,-1.2940003122816583
3,4,0.253,62.6,96.0,72.0,122.02,-1.5326770044365956
2,4,0.1955,48.0,72.0,48.0,29.2,-0.929956487287197
3,6,0.1126666666666666,24.0,48.0,24.0,19.51,-1.3687115031344614
3,8,0.1216666666666666,48.0,24.0,48.0,17.69,-1.466643756986753
3,6,0.2313333333333333,72.13,48.0,72.0,18.87,-1.247427624839902
1,4,0.4,55.13,72.0,96.0,219.68,-0.9122823590486513
2,7,0.356,120.4,96.0,120.0,19.46,-1.0023510641866276
3,9,0.3196666666666666,144.47,120.0,144.0,18.15,-1.3871747789548525
1,5,0.502,84.2,144.0,120.0,177.61,-0.8611844627983856
3,5,0.2766666666666666,97.2,120.0,96.0,47.3,-1.134724595921166
2,4,0.287,36.0,96.0,72.0,249.85,-1.487165294949102
2,5,0.1714999999999999,48.0,72.0,48.0,17.81,-1.03058352653533
2,7,0.1235,24.33,48.0,24.0,19.38,-1.195543113080852
2,7,0.191,48.13,24.0,48.0,18.63,-1.1327042144572879
3,6,0.2053333333333332,72.47,48.0,72.0,18.62,-1.2719881063387597
1,9,0.494,97.4,72.0,96.0,17.36,-0.9428448997572303
2,6,0.366,120.73,96.0,120.0,19.01,-0.9220209620689455
2,8,0.485,144.07,120.0,144.0,23.2,-0.9970573079515821
3,8,0.2723333333333333,120.8,144.0,120.0,17.83,-1.346406360198085
3,6,0.2516666666666666,96.13,120.0,96.0,20.37,-1.228948120455029
2,6,0.2715,72.53,96.0,72.0,19.16,-0.9976043130724168
2,4,0.2725,23.27,72.0,48.0,266.42,-1.5119611450840882
1,4,0.223,24.0,48.0,24.0,26.64,-0.7669781528441126
2,5,0.1684999999999999,48.07,24.0,48.0,25.97,-1.0340661579611954
3,6,0.2329999999999999,72.2,48.0,72.0,19.56,-1.2458892380624378
1,6,0.549,96.07,72.0,96.0,43.53,-0.6757975897736466
1,7,0.656,123.13,96.0,120.0,42.4,-0.7016742910611777
3,9,0.3266666666666666,144.47,120.0,144.0,18.85,-1.38274554650621
3,5,0.3266666666666666,112.47,144.0,120.0,82.88,-1.516004447344402
3,7,0.2523333333333333,96.2,120.0,96.0,18.55,-1.2945416481783592
1,5,0.41,71.53,96.0,72.0,48.55,-1.0839252262856205
2,6,0.178,48.27,72.0,48.0,16.22,-1.0850696488395601
2,6,0.1159999999999999,24.2,48.0,24.0,16.29,-1.151054954274403
1,8,0.308,48.13,24.0,48.0,16.66,-0.9774510727167449
3,6,0.2009999999999999,72.27,48.0,72.0,24.69,-1.2761859918569856
1,9,0.556,96.13,72.0,96.0,17.53,-0.9114895000456948
2,6,0.457,122.2,96.0,120.0,47.08,-0.8596663738184114
1,6,0.598,108.27,120.0,144.0,165.5,-1.1628321881631372
3,7,0.2883333333333333,120.07,144.0,120.0,18.78,-1.266034900966491
1,8,0.545,96.93,120.0,96.0,17.7,-0.8351763218682846
2,4,0.2804999999999999,73.6,96.0,72.0,38.28,-0.8341960156013628
2,6,0.216,48.0,72.0,48.0,22.78,-1.0478709876956382
3,9,0.0976666666666666,24.13,48.0,24.0,19.15,-1.54710652585451
2,9,0.213,48.0,24.0,48.0,18.26,-1.2451971471122463
3,7,0.1986666666666666,72.0,48.0,72.0,17.8,-1.3398547518166548
3,8,0.2543333333333333,96.8,72.0,96.0,18.0,-1.359608737762362
3,4,0.2633333333333333,65.47,96.0,120.0,230.03,-1.6959455990810066
3,4,0.3153333333333333,144.4,120.0,144.0,36.47,-1.014377137027028
3,4,0.298,120.27,144.0,120.0,27.31,-1.0307948519536763
3,9,0.252,96.6,120.0,96.0,16.96,-1.43181451173088
1,4,0.399,62.13,96.0,72.0,141.74,-1.0595202739645722
1,9,0.281,48.0,72.0,48.0,17.45,-1.0686151748629835
3,4,0.1243333333333333,24.0,48.0,24.0,26.3,-1.2412728044024477
3,7,0.1576666666666666,48.07,24.0,48.0,17.58,-1.376890860047045
2,9,0.2655,72.33,48.0,72.0,17.92,-1.2087264424626347
2,9,0.3345,96.47,72.0,96.0,17.56,-1.1639175873788914
3,9,0.2796666666666667,120.13,96.0,120.0,16.72,-1.4131563246656667
3,7,0.3356666666666666,145.33,120.0,144.0,17.46,-1.2307168875256758
3,8,0.2956666666666667,120.87,144.0,120.0,17.81,-1.3297283825456674
3,8,0.2276666666666666,96.0,120.0,96.0,17.06,-1.379722039795328
1,4,0.4,66.07,96.0,72.0,125.96,-0.7343390920457011
2,7,0.201,48.0,72.0,48.0,19.17,-1.1238994258271797
1,4,0.204,24.6,48.0,24.0,36.32,-0.7896948659866136
2,8,0.1905,48.0,24.0,48.0,18.58,-1.1949851218240326
2,9,0.348,96.0,72.0,96.0,19.2,-1.1555453588159161
3,7,0.2749999999999999,120.53,96.0,120.0,23.68,-1.2764224041825485
2,4,0.267,39.07,120.0,144.0,463.71,-1.677017376148057
2,9,0.427,120.8,144.0,120.0,17.48,-1.1089919129175327
3,9,0.2173333333333333,96.0,120.0,96.0,17.43,-1.4560177733116157
2,4,0.284,36.87,96.0,72.0,240.46,-1.4822403581601278
3,7,0.1593333333333333,48.13,72.0,48.0,19.66,-1.3753426500419756
2,4,0.2445,23.27,48.0,24.0,109.54,-1.2846386997698884
3,4,0.18,48.0,24.0,48.0,25.46,-1.1636322710520277
3,7,0.212,72.53,48.0,72.0,17.43,-1.328270447695661
1,6,0.549,96.6,72.0,96.0,38.29,-0.6757975897736466
2,4,0.3675,109.67,96.0,120.0,107.2,-1.1910955754878485
2,8,0.491,145.4,120.0,144.0,23.29,-0.9937340933765746
2,7,0.449,120.0,144.0,120.0,33.22,-0.941341113077812
1,6,0.559,96.33,120.0,96.0,60.35,-0.6703991166800114
2,5,0.235,71.13,96.0,72.0,19.19,-1.3664267402825012
3,4,0.1896666666666666,48.4,72.0,48.0,31.71,-1.1512168110560186
1,8,0.167,24.0,48.0,24.0,17.27,-1.0843998110221538
1,7,0.276,48.0,24.0,48.0,18.09,-0.9319800940726282
3,6,0.2339999999999999,72.13,48.0,72.0,27.15,-1.2449682550904275
3,6,0.243,96.47,72.0,96.0,20.55,-1.236748118943983
3,8,0.285,120.4,96.0,120.0,17.74,-1.3372922687162923
1,6,0.599,95.33,120.0,144.0,188.29,-1.2105312360926446
3,8,0.288,120.87,144.0,120.0,19.47,-1.3351547223325413
3,6,0.2516666666666666,97.13,120.0,96.0,21.85,-1.228948120455029
2,7,0.3165,72.13,96.0,72.0,18.39,-1.0308189984263385
1,4,0.364,48.27,72.0,48.0,51.49,-0.6282522851115631
3,6,0.145,24.0,48.0,24.0,20.74,-1.3332534539483933
2,7,0.206,48.0,24.0,48.0,17.56,-1.1195439760113743
1,4,0.399,59.93,48.0,72.0,148.44,-1.0737547973228718
3,5,0.2793333333333333,96.33,72.0,96.0,37.51,-1.1322303041879755
1,4,0.4,60.6,96.0,120.0,246.44,-0.9561992956228176
1,7,0.701,132.4,120.0,144.0,132.87,-0.8157676971419061
3,4,0.2563333333333333,55.67,144.0,120.0,257.62,-1.7570163711242652
3,5,0.3246666666666666,91.53,120.0,96.0,88.47,-1.5108660270862364
1,6,0.432,72.13,96.0,72.0,31.06,-0.7461214134653582
1,6,0.301,48.0,72.0,48.0,17.18,-0.8429751769245222
3,7,0.1133333333333333,24.13,48.0,24.0,18.74,-1.4194559603006147
1,8,0.288,48.2,24.0,48.0,17.06,-0.9914983566407323
1,9,0.574,72.13,48.0,72.0,23.09,-0.9027836226694397
2,5,0.3834999999999999,85.33,72.0,96.0,112.92,-1.2776221971224746
2,7,0.427,120.73,96.0,120.0,25.39,-0.9550503723438695
2,6,0.432,144.07,120.0,144.0,26.38,-0.8758656676053838
1,4,0.399,25.2,144.0,120.0,601.42,-1.4821095087841132
1,7,0.521,95.2,120.0,96.0,32.99,-1.1729741190083556
3,9,0.1823333333333333,72.0,96.0,72.0,16.85,-1.4814180927279947
3,7,0.155,48.33,72.0,48.0,18.71,-1.3793756761748537
1,6,0.176,24.13,48.0,24.0,17.6,-0.9573492423214229
3,4,0.1863333333333333,47.93,24.0,48.0,35.94,-1.5560477794768057
2,8,0.2595,72.13,48.0,72.0,17.02,-1.141876611067257
2,4,0.3475,96.0,72.0,96.0,36.39,-0.7718200968053097
3,7,0.2863333333333333,121.2,96.0,120.0,19.9,-1.2675804411302962
1,7,0.699,126.4,120.0,144.0,139.78,-1.134642731748846
3,9,0.2646666666666666,120.8,144.0,120.0,18.61,-1.4232009939978165
2,7,0.3435,96.67,120.0,96.0,20.44,-1.0111867719650556
2,6,0.2935,72.07,96.0,72.0,28.4,-0.9789305787026834
2,8,0.206,48.27,72.0,48.0,17.14,-1.182652919551471
3,5,0.1096666666666666,24.0,48.0,24.0,19.57,-1.3206747610741938
3,4,0.1956666666666666,48.13,24.0,48.0,30.23,-1.1436602204903399
3,5,0.206,72.4,48.0,72.0,24.65,-1.205911854749759
3,4,0.2376666666666667,55.47,72.0,96.0,214.22,-1.7039401988496126
1,4,0.403,59.93,96.0,120.0,253.19,-0.9598731021786067
3,4,0.2569999999999999,89.33,120.0,144.0,195.23,-1.6572924415092767
3,4,0.2946666666666667,120.8,144.0,120.0,62.27,-1.034034485732076
3,4,0.2363333333333333,95.93,120.0,96.0,40.9,-1.4956168600100148
1,4,0.394,71.2,96.0,72.0,106.45,-1.0090031019502281
1,6,0.28,48.0,72.0,48.0,26.76,-0.860563929360953
2,6,0.132,24.07,48.0,24.0,21.74,-1.1333684035536131
1,4,0.291,48.07,24.0,48.0,33.01,-0.6939730376737463
1,4,0.397,55.0,72.0,96.0,219.67,-1.2153704095030842
1,6,0.6,92.87,96.0,120.0,160.7,-0.8506543563147135
2,5,0.3755,59.2,120.0,144.0,299.55,-1.5575012587596047
2,5,0.433,119.93,144.0,120.0,33.08,-1.1951356438404492
3,4,0.2573333333333333,59.07,120.0,96.0,200.12,-1.6598865961933993
1,5,0.288,48.27,72.0,48.0,34.92,-0.7805587539512342
1,6,0.164,24.0,48.0,24.0,19.09,-0.9696350260868274
3,7,0.163,48.0,24.0,48.0,25.75,-1.371949535743664
1,9,0.46,72.0,48.0,72.0,25.78,-0.960979245594723
3,9,0.233,96.2,72.0,96.0,18.29,-1.4449642363375217
3,8,0.2966666666666667,120.67,96.0,120.0,18.25,-1.3290244252056604
2,9,0.4225,120.73,144.0,120.0,20.12,-1.1115353636251064
1,4,0.399,45.07,120.0,96.0,267.49,-1.2806780114702716
2,4,0.3055,51.07,96.0,72.0,173.95,-1.344633638379694
1,5,0.353,48.2,72.0,48.0,21.38,-0.7246754469161083
3,7,0.0993333333333333,24.2,48.0,24.0,18.11,-1.4334673615610187
1,8,0.393,48.13,24.0,48.0,19.14,-0.9215173572749564
2,7,0.292,72.13,48.0,72.0,18.31,-1.0493007425577645
1,7,0.565,96.8,72.0,96.0,32.43,-0.7460247411163656
3,4,0.2833333333333334,75.27,96.0,120.0,194.26,-1.625941928646406
3,7,0.3563333333333333,144.73,120.0,144.0,25.85,-1.216029709934677
3,9,0.314,120.2,144.0,120.0,19.55,-1.3907856657127549
2,8,0.3765,96.13,120.0,96.0,20.84,-1.061659589293051
2,4,0.298,29.8,96.0,72.0,308.23,-1.5356772719350325
1,8,0.321,48.47,72.0,48.0,17.28,-0.9685068652974611
3,7,0.1163333333333333,24.0,48.0,24.0,19.46,-1.416489802117174
3,6,0.1306666666666666,48.0,24.0,48.0,20.95,-1.348736447052076
3,6,0.172,72.0,48.0,72.0,18.01,-1.3050735980638306
3,9,0.2523333333333333,96.27,72.0,96.0,17.52,-1.4315862836412117
1,4,0.399,50.2,96.0,120.0,305.77,-1.3163582341997089
2,7,0.507,144.33,120.0,144.0,30.87,-0.9071975511342982
3,5,0.3396666666666667,120.4,144.0,120.0,53.93,-1.0792104881904034
3,4,0.3126666666666667,92.13,120.0,96.0,92.94,-1.433311504994494
2,6,0.2855,72.13,96.0,72.0,19.99,-0.9856419397463452
3,8,0.1473333333333333,48.13,72.0,48.0,17.55,-1.4445281895602362
2,7,0.1335,24.27,48.0,24.0,20.21,-1.1858470076062657
